% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.932	1	4	194	3	8	12	253	0	0	0
1.933	1	3	194	4	3	6	101	0	0	0
1.933	1	6	194	4	4	12	97	0	0	0
1.933	1	4	194	4	8	14	389	0	0	0
1.934	1	3	194	5	3	8	137	0	0	0
1.934	1	6	194	5	4	14	193	0	0	0
1.934	1	4	194	5	8	14	317	0	0	0
1.935	1	3	194	6	3	8	137	0	0	0
1.935	1	6	194	6	4	14	193	0	0	0
1.935	1	4	194	6	8	14	317	0	0	0
1.936	1	3	194	7	3	8	173	0	0	0
1.936	1	6	194	7	4	14	125	0	0	0
1.936	1	4	194	7	8	14	317	0	0	0
1.937	1	3	194	8	3	8	173	0	0	0
1.937	1	6	194	8	4	14	125	0	0	0
1.937	1	4	194	8	8	14	317	0	0	0
1.938	1	3	194	9	3	2	97	0	0	0
1.938	1	6	194	9	4	4	51	0	0	0
1.939	1	3	194	10	3	2	97	0	0	0
1.939	1	6	194	10	4	4	51	0	0	0
1.94	1	3	195	1	3	2	109	0	0	0
1.94	1	6	195	1	4	6	49	0	0	0
1.941	1	3	195	2	3	2	109	0	0	0
1.941	1	6	195	2	4	6	49	0	0	0
1.942	1	3	195	3	3	6	233	0	0	0
1.942	1	6	195	3	4	8	101	0	0	0
1.943	1	3	195	4	3	6	233	0	0	0
1.943	1	6	195	4	4	8	101	0	0	0
1.944	1	3	195	5	3	4	177	0	0	0
1.944	1	6	195	5	4	8	67	0	0	0
1.945	1	3	195	6	3	4	177	0	0	0
1.945	1	6	195	6	4	8	67	0	0	0
1.946	1	3	195	7	3	6	261	0	0	0
1.946	1	6	195	7	4	8	67	0	0	0
1.947	1	3	195	8	3	6	261	0	0	0
1.947	1	6	195	8	4	8	67	0	0	0
1.948	1	3	195	9	3	6	261	0	0	0
1.948	1	6	195	9	4	10	77	0	0	0
1.949	1	3	195	10	3	6	261	0	0	0
1.949	1	6	195	10	4	10	77	0	0	0
1.95	1	3	196	1	3	0	81	0	0	0
1.951	1	5	196	2	1	28	185	0	0	0
1.951	1	1	196	2	2	8	241	0	0	0
1.951	1	3	196	2	3	14	253	0	0	0
1.952	1	5	196	3	1	28	185	0	0	0
1.952	1	1	196	3	2	8	241	0	0	0
1.952	1	3	196	3	3	14	253	0	0	0
1.953	1	5	196	4	1	28	185	0	0	0
1.953	1	1	196	4	2	8	241	0	0	0
1.953	1	3	196	4	3	14	253	0	0	0
1.954	1	1	196	5	2	8	241	0	0	0
1.954	1	3	196	5	3	14	317	0	0	0
1.955	1	1	196	6	2	8	241	0	0	0
1.955	1	3	196	6	3	14	317	0	0	0
1.956	1	1	196	7	2	8	241	0	0	0
1.956	1	3	196	7	3	14	317	0	0	0
1.957	1	1	196	8	2	8	241	0	0	0
1.957	1	3	196	8	3	14	317	0	0	0
1.958	1	5	196	9	1	28	185	0	0	0
1.958	1	1	196	9	2	8	209	0	0	0
1.958	1	3	196	9	3	14	317	0	0	0
1.959	1	5	196	10	1	28	185	0	0	0
1.959	1	1	196	10	2	8	209	0	0	0
1.959	1	3	196	10	3	14	317	0	0	0
1.96	1	5	197	1	1	28	185	0	0	0
1.96	1	1	197	1	2	8	209	0	0	0
1.96	1	3	197	1	3	14	317	0	0	0
1.961	1	5	197	2	1	28	373	0	0	0
1.961	1	1	197	2	2	8	349	0	0	0
1.962	1	5	197	3	1	28	373	0	0	0
1.962	1	1	197	3	2	8	349	0	0	0
1.963	1	5	197	4	1	28	373	0	0	0
1.963	1	1	197	4	2	8	349	0	0	0
1.964	1	5	197	5	1	28	2196	0	0	0
1.965	1	2	197	6	7	28	2196	0	0	0
1.966	1	2	197	7	7	28	2196	0	0	0
1.967	1	6	197	8	4	14	717	0	0	0
1.967	1	4	197	8	8	14	61	0	0	0
1.968	1	6	197	9	4	18	807	0	0	0
1.968	1	4	197	9	8	14	125	0	0	0
1.969	1	6	197	10	4	14	125	0	0	0
1.969	1	4	197	10	8	4	177	0	0	0
1.97	1	4	198	1	8	4	217	0	0	0
1.971	1	4	198	2	8	4	217	0	0	0
1.972	1	4	198	3	8	4	217	0	0	0
1.973	1	4	198	4	8	4	217	0	0	0
1.974	1	4	198	5	8	4	217	0	0	0
1.975	1	4	198	6	8	4	217	0	0	0
1.976	1	4	198	7	8	4	217	0	0	0
1.977	1	4	198	8	8	6	309	0	0	0
1.978	1	4	198	9	8	6	309	0	0	0
1.979	1	4	198	10	8	6	309	0	0	0
1.98	1	4	199	1	8	6	309	0	0	0
1.981	1	1	199	2	2	8	32	0	0	0
1.981	1	3	199	2	3	14	453	0	0	0
1.981	1	6	199	2	4	16	309	0	0	0
1.982	1	1	199	3	2	8	32	0	0	0
1.982	1	3	199	3	3	14	453	0	0	0
1.982	1	6	199	3	4	16	309	0	0	0
1.983	1	1	199	4	2	8	32	0	0	0
1.983	1	3	199	4	3	16	309	0	0	0
1.983	1	6	199	4	4	16	533	0	0	0
1.984	1	1	199	5	2	8	32	0	0	0
1.984	1	3	199	5	3	14	453	0	0	0
1.984	1	6	199	5	4	16	309	0	0	0
1.985	1	5	199	6	1	28	549	0	0	0
1.985	1	1	199	6	2	8	32	0	0	0
1.985	1	6	199	6	4	16	621	0	0	0
1.986	1	5	199	7	1	28	1692	0	0	0
1.986	1	1	199	7	2	8	101	0	0	0
1.987	1	1	199	8	2	8	101	0	0	0
1.987	1	2	199	8	7	28	1692	0	0	0
1.988	1	1	199	9	2	0	81	0	0	0
1.989	1	1	199	10	2	0	81	0	0	0
1.99	1	1	200	1	2	0	81	0	0	0
1.991	1	1	200	2	2	0	81	0	0	0
1.992	1	1	200	3	2	0	81	0	0	0
1.993	1	1	200	4	2	0	81	0	0	0
1.994	1	1	200	5	2	0	81	0	0	0
1.995	1	1	200	6	2	0	81	0	0	0
1.996	1	1	200	7	2	0	81	0	0	0
1.997	1	1	200	8	2	0	81	0	0	0
1.998	1	1	200	9	2	0	81	0	0	0
1.999	1	1	200	10	2	0	81	0	0	0
