% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.242	1	1	125	3	2	0	81	0	0	0
1.243	1	1	125	4	2	0	81	0	0	0
1.244	1	1	125	5	2	0	81	0	0	0
1.245	1	1	125	6	2	0	81	0	0	0
1.246	1	1	125	7	2	0	81	0	0	0
1.247	1	1	125	8	2	0	81	0	0	0
1.248	1	1	125	9	2	0	81	0	0	0
1.249	1	1	125	10	2	0	81	0	0	0
1.25	1	1	126	1	2	0	81	0	0	0
1.251	1	1	126	2	2	8	67	0	0	0
1.251	1	3	126	2	3	14	645	0	0	0
1.252	1	1	126	3	2	6	49	0	0	0
1.252	1	3	126	3	3	14	645	0	0	0
1.253	1	1	126	4	2	6	49	0	0	0
1.253	1	3	126	4	3	14	645	0	0	0
1.254	1	1	126	5	2	6	22	0	0	0
1.254	1	3	126	5	3	12	549	0	0	0
1.255	1	1	126	6	2	6	22	0	0	0
1.255	1	3	126	6	3	12	549	0	0	0
1.256	1	1	126	7	2	0	41	0	0	0
1.256	1	3	126	7	3	12	301	0	0	0
1.257	1	1	126	8	2	0	81	0	0	0
1.258	1	1	126	9	2	0	81	0	0	0
1.259	1	1	126	10	2	0	81	0	0	0
1.26	1	1	127	1	2	0	81	0	0	0
1.261	1	1	127	2	2	0	81	0	0	0
1.262	1	1	127	3	2	0	81	0	0	0
1.263	1	1	127	4	2	0	81	0	0	0
1.264	1	1	127	5	2	2	133	0	0	0
1.265	1	1	127	6	2	2	133	0	0	0
1.266	1	1	127	7	2	2	133	0	0	0
1.267	1	1	127	8	2	2	133	0	0	0
1.268	1	1	127	9	2	2	133	0	0	0
1.269	1	1	127	10	2	2	133	0	0	0
1.27	1	1	128	1	2	4	217	0	0	0
1.271	1	5	128	2	1	28	2196	0	0	0
1.272	1	5	128	3	1	28	1095	0	0	0
1.272	1	6	128	3	4	16	453	0	0	0
1.273	1	6	128	4	4	16	453	0	0	0
1.273	1	2	128	4	7	28	1095	0	0	0
1.274	1	1	128	5	2	12	97	0	0	0
1.274	1	6	128	5	4	16	153	0	0	0
1.274	1	2	128	5	7	28	1479	0	0	0
1.275	1	1	128	6	2	12	97	0	0	0
1.275	1	6	128	6	4	16	153	0	0	0
1.275	1	2	128	6	7	28	1479	0	0	0
1.276	1	1	128	7	2	10	357	0	0	0
1.276	1	6	128	7	4	14	193	0	0	0
1.277	1	1	128	8	2	10	357	0	0	0
1.277	1	6	128	8	4	14	193	0	0	0
1.278	1	1	128	9	2	10	389	0	0	0
1.278	1	6	128	9	4	14	125	0	0	0
1.279	1	1	128	10	2	10	389	0	0	0
1.279	1	6	128	10	4	14	125	0	0	0
1.28	1	1	129	1	2	10	437	0	0	0
1.28	1	6	129	1	4	14	61	0	0	0
1.281	1	1	129	2	2	10	437	0	0	0
1.281	1	6	129	2	4	14	61	0	0	0
1.282	1	1	129	3	2	8	389	0	0	0
1.282	1	6	129	3	4	14	61	0	0	0
1.283	1	1	129	4	2	8	349	0	0	0
1.283	1	6	129	4	4	14	61	0	0	0
1.283	1	4	129	4	8	10	37	0	0	0
1.284	1	6	129	5	4	8	277	0	0	0
1.284	1	4	129	5	8	8	137	0	0	0
1.285	1	6	129	6	4	8	277	0	0	0
1.285	1	4	129	6	8	8	137	0	0	0
1.286	1	6	129	7	4	8	241	0	0	0
1.286	1	4	129	7	8	6	129	0	0	0
1.287	1	6	129	8	4	8	173	0	0	0
1.287	1	4	129	8	8	6	185	0	0	0
1.288	1	6	129	9	4	6	101	0	0	0
1.288	1	4	129	9	8	4	141	0	0	0
1.289	1	4	129	10	8	0	81	0	0	0
1.29	1	4	130	1	8	0	81	0	0	0
1.291	1	3	130	2	3	14	317	0	0	0
1.291	1	4	130	2	8	8	241	0	0	0
1.292	1	3	130	3	3	14	317	0	0	0
1.292	1	4	130	3	8	8	241	0	0	0
1.293	1	3	130	4	3	14	317	0	0	0
1.293	1	4	130	4	8	8	241	0	0	0
1.294	1	3	130	5	3	14	317	0	0	0
1.294	1	4	130	5	8	8	241	0	0	0
1.295	1	3	130	6	3	14	253	0	0	0
1.295	1	4	130	6	8	8	277	0	0	0
1.296	1	3	130	7	3	14	253	0	0	0
1.296	1	4	130	7	8	8	277	0	0	0
1.297	1	3	130	8	3	14	253	0	0	0
1.297	1	4	130	8	8	8	277	0	0	0
1.298	1	3	130	9	3	14	253	0	0	0
1.298	1	4	130	9	8	8	277	0	0	0
1.299	1	3	130	10	3	14	253	0	0	0
1.299	1	4	130	10	8	8	277	0	0	0
1.3	1	3	131	1	3	14	253	0	0	0
1.3	1	4	131	1	8	8	277	0	0	0
1.301	1	3	131	2	3	14	253	0	0	0
1.301	1	4	131	2	8	8	277	0	0	0
1.302	1	3	131	3	3	14	253	0	0	0
1.302	1	4	131	3	8	8	277	0	0	0
1.303	1	4	131	4	8	2	133	0	0	0
1.304	1	4	131	5	8	2	133	0	0	0
1.305	1	4	131	6	8	2	133	0	0	0
1.306	1	4	131	7	8	2	133	0	0	0
1.307	1	1	131	8	2	14	717	0	0	0
1.307	1	4	131	8	8	12	47	0	0	0
1.308	1	1	131	9	2	14	775	0	0	0
1.309	1	5	131	10	1	28	1095	0	0	0
1.309	1	1	131	10	2	14	389	0	0	0
1.31	1	5	132	1	1	28	2196	0	0	0
1.311	1	2	132	2	7	28	2196	0	0	0
1.312	1	2	132	3	7	28	2196	0	0	0
1.313	1	6	132	4	4	8	421	0	0	0
1.314	1	6	132	5	4	10	469	0	0	0
1.315	1	6	132	6	4	10	469	0	0	0
1.316	1	6	132	7	4	10	469	0	0	0
1.317	1	6	132	8	4	10	469	0	0	0
1.318	1	6	132	9	4	10	469	0	0	0
1.319	1	6	132	10	4	10	469	0	0	0
1.32	1	1	133	1	2	16	839	0	0	0
1.32	1	4	133	1	8	14	61	0	0	0
1.321	1	1	133	2	2	16	839	0	0	0
1.321	1	4	133	2	8	14	61	0	0	0
1.322	1	5	133	3	1	28	935	0	0	0
1.322	1	4	133	3	8	12	349	0	0	0
1.323	1	5	133	4	1	28	935	0	0	0
1.323	1	4	133	4	8	12	349	0	0	0
1.324	1	3	133	5	3	8	32	0	0	0
1.324	1	4	133	5	8	8	389	0	0	0
1.325	1	3	133	6	3	8	32	0	0	0
1.325	1	4	133	6	8	8	389	0	0	0
1.326	1	3	133	7	3	4	217	0	0	0
1.327	1	3	133	8	3	4	217	0	0	0
1.328	1	3	133	9	3	2	133	0	0	0
1.329	1	3	133	10	3	2	133	0	0	0
1.33	1	3	134	1	3	0	81	0	0	0
1.331	1	1	134	2	2	18	79	0	0	0
1.331	1	3	134	2	3	2	121	0	0	0
1.332	1	1	134	3	2	18	241	0	0	0
1.332	1	3	134	3	3	4	161	0	0	0
1.333	1	1	134	4	2	18	241	0	0	0
1.333	1	3	134	4	3	4	161	0	0	0
1.334	1	1	134	5	2	18	241	0	0	0
1.334	1	3	134	5	3	4	161	0	0	0
1.335	1	1	134	6	2	18	241	0	0	0
1.335	1	3	134	6	3	4	161	0	0	0
1.336	1	1	134	7	2	18	241	0	0	0
1.336	1	3	134	7	3	2	97	0	0	0
1.337	1	3	134	8	3	0	81	0	0	0
1.338	1	3	134	9	3	0	81	0	0	0
1.339	1	3	134	10	3	0	81	0	0	0
1.34	1	3	135	1	3	0	81	0	0	0
1.341	1	3	135	2	3	0	81	0	0	0
1.342	1	3	135	3	3	0	81	0	0	0
1.343	1	3	135	4	3	0	81	0	0	0
1.344	1	3	135	5	3	0	81	0	0	0
1.345	1	3	135	6	3	0	81	0	0	0
1.346	1	1	135	7	2	14	717	0	0	0
1.346	1	3	135	7	3	10	37	0	0	0
1.347	1	3	135	8	3	0	81	0	0	0
1.348	1	3	135	9	3	0	81	0	0	0
1.349	1	3	135	10	3	0	81	0	0	0
1.35	1	3	136	1	3	0	81	0	0	0
1.351	1	6	136	2	4	16	903	0	0	0
1.352	1	6	136	3	4	18	967	0	0	0
1.353	1	6	136	4	4	18	967	0	0	0
1.354	1	6	136	5	4	18	967	0	0	0
1.355	1	5	136	6	1	28	749	0	0	0
1.355	1	4	136	6	8	12	405	0	0	0
1.356	1	5	136	7	1	28	749	0	0	0
1.356	1	4	136	7	8	12	405	0	0	0
1.357	1	5	136	8	1	28	749	0	0	0
1.357	1	4	136	8	8	12	405	0	0	0
1.358	1	5	136	9	1	28	1692	0	0	0
1.358	1	4	136	9	8	14	193	0	0	0
1.359	1	2	136	10	7	28	749	0	0	0
1.359	1	4	136	10	8	12	405	0	0	0
1.36	1	2	137	1	7	28	749	0	0	0
1.36	1	4	137	1	8	12	405	0	0	0
1.361	1	2	137	2	7	28	549	0	0	0
1.361	1	4	137	2	8	12	453	0	0	0
1.362	1	2	137	3	7	28	549	0	0	0
1.362	1	4	137	3	8	12	453	0	0	0
1.363	1	2	137	4	7	28	2196	0	0	0
1.364	1	3	137	5	3	0	81	0	0	0
1.365	1	3	137	6	3	0	81	0	0	0
1.366	1	3	137	7	3	0	81	0	0	0
1.367	1	3	137	8	3	0	81	0	0	0
1.368	1	3	137	9	3	0	81	0	0	0
1.369	1	3	137	10	3	0	81	0	0	0
1.37	1	3	138	1	3	0	81	0	0	0
1.371	1	1	138	2	2	8	241	0	0	0
1.371	1	3	138	2	3	8	173	0	0	0
1.372	1	1	138	3	2	8	241	0	0	0
1.372	1	3	138	3	3	8	173	0	0	0
1.373	1	1	138	4	2	8	241	0	0	0
1.373	1	3	138	4	3	8	173	0	0	0
1.374	1	1	138	5	2	8	241	0	0	0
1.374	1	3	138	5	3	8	173	0	0	0
1.375	1	1	138	6	2	8	241	0	0	0
1.375	1	3	138	6	3	8	173	0	0	0
1.376	1	1	138	7	2	8	241	0	0	0
1.376	1	3	138	7	3	8	173	0	0	0
1.377	1	1	138	8	2	8	241	0	0	0
1.377	1	3	138	8	3	8	173	0	0	0
1.378	1	1	138	9	2	8	241	0	0	0
1.378	1	3	138	9	3	8	173	0	0	0
1.379	1	1	138	10	2	8	241	0	0	0
1.379	1	3	138	10	3	8	173	0	0	0
1.38	1	1	139	1	2	8	241	0	0	0
1.38	1	3	139	1	3	8	173	0	0	0
1.381	1	1	139	2	2	8	241	0	0	0
1.381	1	3	139	2	3	8	173	0	0	0
1.382	1	1	139	3	2	8	241	0	0	0
1.382	1	3	139	3	3	8	173	0	0	0
1.383	1	1	139	4	2	8	241	0	0	0
1.383	1	3	139	4	3	8	173	0	0	0
1.384	1	3	139	5	3	0	81	0	0	0
1.385	1	3	139	6	3	0	81	0	0	0
1.386	1	3	139	7	3	0	81	0	0	0
1.387	1	3	139	8	3	0	81	0	0	0
1.388	1	3	139	9	3	0	81	0	0	0
1.389	1	3	139	10	3	0	81	0	0	0
1.39	1	3	140	1	3	0	81	0	0	0
1.391	1	6	140	2	4	22	807	0	0	0
1.391	1	4	140	2	8	16	389	0	0	0
1.392	1	6	140	3	4	22	807	0	0	0
1.392	1	4	140	3	8	16	389	0	0	0
1.393	1	6	140	4	4	22	807	0	0	0
1.393	1	4	140	4	8	16	389	0	0	0
1.394	1	6	140	5	4	22	807	0	0	0
1.394	1	4	140	5	8	16	389	0	0	0
1.395	1	5	140	6	1	28	935	0	0	0
1.395	1	4	140	6	8	14	453	0	0	0
1.396	1	5	140	7	1	28	935	0	0	0
1.396	1	4	140	7	8	14	453	0	0	0
1.397	1	5	140	8	1	28	935	0	0	0
1.397	1	4	140	8	8	14	453	0	0	0
1.398	1	5	140	9	1	28	935	0	0	0
1.398	1	4	140	9	8	14	453	0	0	0
1.399	1	3	140	10	3	12	97	0	0	0
1.399	1	2	140	10	7	28	1836	0	0	0
1.4	1	3	141	1	3	12	97	0	0	0
1.4	1	2	141	1	7	28	1836	0	0	0
1.401	1	3	141	2	3	0	81	0	0	0
1.402	1	3	141	3	3	0	81	0	0	0
1.403	1	3	141	4	3	0	81	0	0	0
1.404	1	3	141	5	3	0	81	0	0	0
1.405	1	3	141	6	3	0	81	0	0	0
1.406	1	3	141	7	3	0	81	0	0	0
1.407	1	3	141	8	3	0	81	0	0	0
1.408	1	3	141	9	3	0	81	0	0	0
1.409	1	3	141	10	3	0	81	0	0	0
1.41	1	3	142	1	3	0	81	0	0	0
1.411	1	1	142	2	2	12	501	0	0	0
1.411	1	3	142	2	3	10	77	0	0	0
1.412	1	1	142	3	2	12	501	0	0	0
1.412	1	3	142	3	3	10	77	0	0	0
1.413	1	1	142	4	2	12	501	0	0	0
1.413	1	3	142	4	3	10	77	0	0	0
1.414	1	1	142	5	2	12	501	0	0	0
1.414	1	3	142	5	3	10	77	0	0	0
1.415	1	1	142	6	2	12	501	0	0	0
1.415	1	3	142	6	3	10	77	0	0	0
1.416	1	1	142	7	2	14	645	0	0	0
1.416	1	3	142	7	3	10	77	0	0	0
1.417	1	3	142	8	3	0	81	0	0	0
1.418	1	3	142	9	3	0	81	0	0	0
1.419	1	3	142	10	3	0	81	0	0	0
1.42	1	3	143	1	3	0	81	0	0	0
1.421	1	3	143	2	3	0	81	0	0	0
1.422	1	3	143	3	3	0	81	0	0	0
1.423	1	3	143	4	3	0	81	0	0	0
1.424	1	3	143	5	3	0	81	0	0	0
1.425	1	3	143	6	3	0	81	0	0	0
1.426	1	3	143	7	3	0	81	0	0	0
1.427	1	3	143	8	3	0	81	0	0	0
1.428	1	3	143	9	3	0	81	0	0	0
1.429	1	3	143	10	3	0	81	0	0	0
1.43	1	3	144	1	3	0	81	0	0	0
1.431	1	5	144	2	1	28	749	0	0	0
1.431	1	4	144	2	8	14	517	0	0	0
1.432	1	5	144	3	1	28	749	0	0	0
1.432	1	4	144	3	8	14	517	0	0	0
1.433	1	5	144	4	1	28	935	0	0	0
1.433	1	4	144	4	8	14	453	0	0	0
1.434	1	5	144	5	1	28	935	0	0	0
1.434	1	4	144	5	8	14	453	0	0	0
1.435	1	6	144	6	4	18	325	0	0	0
1.435	1	2	144	6	7	28	373	0	0	0
1.435	1	4	144	6	8	14	389	0	0	0
1.436	1	6	144	7	4	18	325	0	0	0
1.436	1	2	144	7	7	28	373	0	0	0
1.436	1	4	144	7	8	14	389	0	0	0
1.437	1	6	144	8	4	18	325	0	0	0
1.437	1	2	144	8	7	28	373	0	0	0
1.437	1	4	144	8	8	14	389	0	0	0
1.438	1	6	144	9	4	18	325	0	0	0
1.438	1	2	144	9	7	28	1479	0	0	0
1.439	1	6	144	10	4	18	325	0	0	0
1.439	1	2	144	10	7	28	1479	0	0	0
1.44	1	3	145	1	3	8	67	0	0	0
1.44	1	6	145	1	4	14	645	0	0	0
1.441	1	3	145	2	3	8	67	0	0	0
1.441	1	6	145	2	4	14	645	0	0	0
1.442	1	3	145	3	3	8	67	0	0	0
1.442	1	6	145	3	4	14	645	0	0	0
1.443	1	3	145	4	3	0	81	0	0	0
1.444	1	3	145	5	3	0	81	0	0	0
1.445	1	3	145	6	3	0	81	0	0	0
1.446	1	3	145	7	3	0	81	0	0	0
1.447	1	3	145	8	3	0	81	0	0	0
1.448	1	3	145	9	3	0	81	0	0	0
1.449	1	3	145	10	3	0	81	0	0	0
1.45	1	3	146	1	3	0	81	0	0	0
1.451	1	1	146	2	2	12	501	0	0	0
1.451	1	3	146	2	3	8	67	0	0	0
1.452	1	1	146	3	2	10	389	0	0	0
1.452	1	3	146	3	3	8	67	0	0	0
1.453	1	1	146	4	2	10	193	0	0	0
1.453	1	3	146	4	3	6	185	0	0	0
1.454	1	1	146	5	2	10	157	0	0	0
1.454	1	3	146	5	3	6	209	0	0	0
1.455	1	1	146	6	2	10	357	0	0	0
1.455	1	3	146	6	3	8	101	0	0	0
1.456	1	1	146	7	2	10	117	0	0	0
1.456	1	3	146	7	3	6	233	0	0	0
1.457	1	1	146	8	2	10	277	0	0	0
1.457	1	3	146	8	3	8	173	0	0	0
1.458	1	1	146	9	2	8	101	0	0	0
1.458	1	3	146	9	3	6	233	0	0	0
1.459	1	1	146	10	2	8	101	0	0	0
1.459	1	3	146	10	3	6	233	0	0	0
1.46	1	1	147	1	2	8	67	0	0	0
1.46	1	3	147	1	3	6	261	0	0	0
1.461	1	1	147	2	2	8	67	0	0	0
1.461	1	3	147	2	3	6	261	0	0	0
1.462	1	1	147	3	2	8	67	0	0	0
1.462	1	3	147	3	3	6	261	0	0	0
1.463	1	1	147	4	2	8	67	0	0	0
1.463	1	3	147	4	3	6	261	0	0	0
1.464	1	1	147	5	2	6	22	0	0	0
1.464	1	3	147	5	3	4	193	0	0	0
1.465	1	1	147	6	2	6	22	0	0	0
1.465	1	3	147	6	3	4	193	0	0	0
1.466	1	1	147	7	2	4	217	0	0	0
1.467	1	1	147	8	2	4	217	0	0	0
1.468	1	1	147	9	2	4	217	0	0	0
1.469	1	5	147	10	1	28	2196	0	0	0
1.47	1	6	148	1	4	18	405	0	0	0
1.47	1	2	148	1	7	28	1287	0	0	0
1.471	1	6	148	2	4	18	405	0	0	0
1.471	1	2	148	2	7	28	1287	0	0	0
1.472	1	6	148	3	4	18	405	0	0	0
1.472	1	2	148	3	7	28	1287	0	0	0
1.473	1	6	148	4	4	14	645	0	0	0
1.473	1	4	148	4	8	8	67	0	0	0
1.474	1	6	148	5	4	14	645	0	0	0
1.474	1	4	148	5	8	8	67	0	0	0
1.475	1	6	148	6	4	14	645	0	0	0
1.475	1	4	148	6	8	8	67	0	0	0
1.476	1	4	148	7	8	0	81	0	0	0
1.477	1	4	148	8	8	2	133	0	0	0
1.478	1	4	148	9	8	2	133	0	0	0
1.479	1	4	148	10	8	4	217	0	0	0
1.48	1	4	149	1	8	4	217	0	0	0
1.481	1	4	149	2	8	6	309	0	0	0
1.482	1	4	149	3	8	6	309	0	0	0
1.483	1	4	149	4	8	8	421	0	0	0
1.484	1	4	149	5	8	8	421	0	0	0
1.485	1	4	149	6	8	8	421	0	0	0
1.486	1	4	149	7	8	8	421	0	0	0
1.487	1	5	149	8	1	28	373	0	0	0
1.487	1	3	149	8	3	10	389	0	0	0
1.488	1	5	149	9	1	28	373	0	0	0
1.488	1	3	149	9	3	10	389	0	0	0
1.489	1	5	149	10	1	28	373	0	0	0
1.489	1	3	149	10	3	10	389	0	0	0
1.49	1	5	150	1	1	28	749	0	0	0
1.49	1	3	150	1	3	12	405	0	0	0
1.491	1	1	150	2	2	0	81	0	0	0
1.492	1	1	150	3	2	0	81	0	0	0
1.493	1	1	150	4	2	0	81	0	0	0
1.494	1	1	150	5	2	0	81	0	0	0
1.495	1	1	150	6	2	0	81	0	0	0
1.496	1	1	150	7	2	0	81	0	0	0
1.497	1	1	150	8	2	0	81	0	0	0
1.498	1	1	150	9	2	0	81	0	0	0
1.499	1	1	150	10	2	0	75	0	0	0
1.499	1	4	150	10	8	20	97	0	0	0
1.5	1	1	151	1	2	2	133	0	0	0
1.501	1	1	151	2	2	2	133	0	0	0
1.502	1	1	151	3	2	4	217	0	0	0
1.503	1	1	151	4	2	4	217	0	0	0
1.504	1	1	151	5	2	4	217	0	0	0
1.505	1	1	151	6	2	4	217	0	0	0
1.506	1	1	151	7	2	0	81	0	0	0
1.507	1	1	151	8	2	0	81	0	0	0
1.508	1	1	151	9	2	0	81	0	0	0
1.509	1	1	151	10	2	6	101	0	0	0
1.509	1	4	151	10	8	6	209	0	0	0
1.51	1	1	152	1	2	6	101	0	0	0
1.51	1	4	152	1	8	6	209	0	0	0
1.511	1	5	152	2	1	28	749	0	0	0
1.511	1	3	152	2	3	12	253	0	0	0
1.511	1	4	152	2	8	14	193	0	0	0
1.512	1	5	152	3	1	28	1095	0	0	0
1.512	1	3	152	3	3	12	149	0	0	0
1.512	1	4	152	3	8	14	193	0	0	0
1.513	1	5	152	4	1	28	935	0	0	0
1.513	1	3	152	4	3	12	149	0	0	0
1.513	1	4	152	4	8	14	253	0	0	0
1.514	1	5	152	5	1	28	1095	0	0	0
1.514	1	3	152	5	3	12	97	0	0	0
1.514	1	4	152	5	8	14	253	0	0	0
1.515	1	3	152	6	3	10	277	0	0	0
1.515	1	2	152	6	7	28	185	0	0	0
1.515	1	4	152	6	8	14	253	0	0	0
1.516	1	3	152	7	3	10	233	0	0	0
1.516	1	2	152	7	7	28	373	0	0	0
1.516	1	4	152	7	8	14	253	0	0	0
1.517	1	3	152	8	3	10	233	0	0	0
1.517	1	2	152	8	7	28	373	0	0	0
1.517	1	4	152	8	8	14	253	0	0	0
1.518	1	3	152	9	3	10	193	0	0	0
1.518	1	2	152	9	7	28	549	0	0	0
1.518	1	4	152	9	8	14	253	0	0	0
1.519	1	3	152	10	3	10	193	0	0	0
1.519	1	2	152	10	7	28	549	0	0	0
1.519	1	4	152	10	8	14	253	0	0	0
1.52	1	3	153	1	3	10	157	0	0	0
1.52	1	2	153	1	7	28	749	0	0	0
1.52	1	4	153	1	8	14	253	0	0	0
1.521	1	3	153	2	3	8	101	0	0	0
1.521	1	2	153	2	7	28	749	0	0	0
1.521	1	4	153	2	8	14	317	0	0	0
1.522	1	1	153	3	2	8	137	0	0	0
1.522	1	3	153	3	3	6	101	0	0	0
1.522	1	6	153	3	4	12	201	0	0	0
1.523	1	1	153	4	2	8	137	0	0	0
1.523	1	3	153	4	3	6	101	0	0	0
1.523	1	6	153	4	4	12	201	0	0	0
1.524	1	1	153	5	2	8	137	0	0	0
1.524	1	3	153	5	3	6	75	0	0	0
1.524	1	6	153	5	4	12	253	0	0	0
1.525	1	1	153	6	2	8	137	0	0	0
1.525	1	3	153	6	3	6	75	0	0	0
1.525	1	6	153	6	4	12	253	0	0	0
1.526	1	1	153	7	2	8	173	0	0	0
1.526	1	3	153	7	3	6	22	0	0	0
1.526	1	6	153	7	4	14	389	0	0	0
1.527	1	1	153	8	2	8	173	0	0	0
1.527	1	3	153	8	3	6	22	0	0	0
1.527	1	6	153	8	4	14	389	0	0	0
1.528	1	1	153	9	2	8	173	0	0	0
1.528	1	3	153	9	3	6	22	0	0	0
1.528	1	6	153	9	4	14	389	0	0	0
1.529	1	1	153	10	2	8	173	0	0	0
1.529	1	3	153	10	3	6	22	0	0	0
1.529	1	6	153	10	4	14	389	0	0	0
1.53	1	1	154	1	2	8	32	0	0	0
1.53	1	3	154	1	3	8	137	0	0	0
1.53	1	6	154	1	4	12	349	0	0	0
1.531	1	1	154	2	2	8	32	0	0	0
1.531	1	3	154	2	3	8	137	0	0	0
1.531	1	6	154	2	4	12	349	0	0	0
1.532	1	1	154	3	2	8	32	0	0	0
1.532	1	3	154	3	3	8	137	0	0	0
1.532	1	6	154	3	4	14	453	0	0	0
1.533	1	1	154	4	2	8	32	0	0	0
1.533	1	3	154	4	3	8	137	0	0	0
1.533	1	6	154	4	4	14	453	0	0	0
1.534	1	1	154	5	2	8	32	0	0	0
1.534	1	3	154	5	3	8	137	0	0	0
1.534	1	6	154	5	4	14	453	0	0	0
1.535	1	1	154	6	2	8	32	0	0	0
1.535	1	3	154	6	3	8	137	0	0	0
1.535	1	6	154	6	4	14	453	0	0	0
1.536	1	1	154	7	2	4	105	0	0	0
1.536	1	3	154	7	3	4	105	0	0	0
1.537	1	1	154	8	2	4	105	0	0	0
1.537	1	3	154	8	3	4	105	0	0	0
1.538	1	1	154	9	2	4	105	0	0	0
1.538	1	3	154	9	3	6	153	0	0	0
1.539	1	1	154	10	2	4	105	0	0	0
1.539	1	3	154	10	3	6	153	0	0	0
1.54	1	1	155	1	2	6	153	0	0	0
1.54	1	3	155	1	3	6	153	0	0	0
1.541	1	1	155	2	2	6	153	0	0	0
1.541	1	3	155	2	3	6	153	0	0	0
1.542	1	1	155	3	2	6	153	0	0	0
1.542	1	3	155	3	3	6	153	0	0	0
1.543	1	1	155	4	2	6	153	0	0	0
1.543	1	3	155	4	3	6	153	0	0	0
1.544	1	1	155	5	2	8	241	0	0	0
1.544	1	3	155	5	3	8	173	0	0	0
1.545	1	1	155	6	2	8	241	0	0	0
1.545	1	3	155	6	3	8	173	0	0	0
1.546	1	1	155	7	2	8	421	0	0	0
1.547	1	1	155	8	2	8	421	0	0	0
1.548	1	1	155	9	2	8	421	0	0	0
1.549	1	5	155	10	1	28	1479	0	0	0
1.549	1	4	155	10	8	14	253	0	0	0
1.55	1	5	156	1	1	28	549	0	0	0
1.55	1	2	156	1	7	28	935	0	0	0
1.55	1	4	156	1	8	14	253	0	0	0
1.551	1	2	156	2	7	28	1479	0	0	0
1.551	1	4	156	2	8	14	253	0	0	0
1.552	1	2	156	3	7	28	1479	0	0	0
1.552	1	4	156	3	8	14	253	0	0	0
1.553	1	4	156	4	8	2	133	0	0	0
1.554	1	4	156	5	8	2	133	0	0	0
1.555	1	4	156	6	8	2	133	0	0	0
1.556	1	4	156	7	8	2	133	0	0	0
1.557	1	4	156	8	8	2	133	0	0	0
1.558	1	4	156	9	8	2	133	0	0	0
1.559	1	4	156	10	8	2	133	0	0	0
1.56	1	4	157	1	8	2	133	0	0	0
1.561	1	4	157	2	8	2	133	0	0	0
1.562	1	4	157	3	8	2	133	0	0	0
1.563	1	4	157	4	8	2	133	0	0	0
1.564	1	4	157	5	8	2	133	0	0	0
1.565	1	4	157	6	8	2	133	0	0	0
1.566	1	4	157	7	8	2	133	0	0	0
1.567	1	4	157	8	8	2	133	0	0	0
1.568	1	4	157	9	8	2	133	0	0	0
1.569	1	3	157	10	3	14	775	0	0	0
1.57	1	3	158	1	3	14	775	0	0	0
1.571	1	5	158	2	1	28	1287	0	0	0
1.571	1	1	158	2	2	12	253	0	0	0
1.572	1	5	158	3	1	28	1287	0	0	0
1.572	1	1	158	3	2	12	253	0	0	0
1.573	1	5	158	4	1	28	1287	0	0	0
1.573	1	1	158	4	2	12	253	0	0	0
1.574	1	1	158	5	2	6	233	0	0	0
1.574	1	6	158	5	4	10	117	0	0	0
1.575	1	1	158	6	2	6	233	0	0	0
1.575	1	6	158	6	4	10	117	0	0	0
1.576	1	1	158	7	2	8	277	0	0	0
1.576	1	6	158	7	4	10	157	0	0	0
1.577	1	1	158	8	2	8	277	0	0	0
1.577	1	6	158	8	4	10	157	0	0	0
1.578	1	1	158	9	2	8	277	0	0	0
1.578	1	6	158	9	4	12	201	0	0	0
1.579	1	1	158	10	2	8	277	0	0	0
1.579	1	6	158	10	4	12	201	0	0	0
1.58	1	1	159	1	2	10	277	0	0	0
1.58	1	6	159	1	4	12	253	0	0	0
1.581	1	1	159	2	2	10	277	0	0	0
1.581	1	6	159	2	4	12	253	0	0	0
1.582	1	1	159	3	2	10	233	0	0	0
1.582	1	6	159	3	4	12	301	0	0	0
1.583	1	6	159	4	4	12	597	0	0	0
1.584	1	6	159	5	4	14	775	0	0	0
1.585	1	3	159	6	3	16	903	0	0	0
1.586	1	3	159	7	3	18	967	0	0	0
1.587	1	2	159	8	7	28	2196	0	0	0
1.588	1	4	159	9	8	0	81	0	0	0
1.589	1	4	159	10	8	0	81	0	0	0
1.59	1	4	160	1	8	0	81	0	0	0
1.591	1	3	160	2	3	18	79	0	0	0
1.591	1	4	160	2	8	2	121	0	0	0
1.592	1	3	160	3	3	18	79	0	0	0
1.592	1	4	160	3	8	2	121	0	0	0
1.593	1	3	160	4	3	18	79	0	0	0
1.593	1	4	160	4	8	2	121	0	0	0
1.594	1	3	160	5	3	18	79	0	0	0
1.594	1	4	160	5	8	2	121	0	0	0
1.595	1	3	160	6	3	18	79	0	0	0
1.595	1	4	160	6	8	2	121	0	0	0
1.596	1	3	160	7	3	18	79	0	0	0
1.596	1	4	160	7	8	2	121	0	0	0
1.597	1	3	160	8	3	18	79	0	0	0
1.597	1	4	160	8	8	2	121	0	0	0
1.598	1	3	160	9	3	18	79	0	0	0
1.598	1	4	160	9	8	2	121	0	0	0
1.599	1	3	160	10	3	18	79	0	0	0
1.599	1	4	160	10	8	2	121	0	0	0
1.6	1	3	161	1	3	18	79	0	0	0
1.6	1	4	161	1	8	2	121	0	0	0
